"...1","Year","State","State ANSI","Value","CV (%)","Type","Condition","Metric"
378,2019,"MASSACHUSETTS","25",485,"33.4","","SALES"," CWT"
379,2019,"MASSACHUSETTS","25",14,"15.7"," FRESH MARKET","SALES",""
380,2019,"MASSACHUSETTS","25",144129,"36.0"," FRESH MARKET","SALES"," $"
381,2019,"MASSACHUSETTS","25",485,"33.8"," FRESH MARKET","SALES"," CWT"
382,2019,"MICHIGAN","26",30,"24.6","","SALES",""
383,2019,"MICHIGAN","26",435,"56.2","","PRODUCTION"," CWT"
384,2019,"MICHIGAN","26",NA,NA,"","SALES"," $"
385,2019,"MICHIGAN","26",435,"56.2","","SALES"," CWT"
386,2019,"MICHIGAN","26",30,"24.6"," FRESH MARKET","SALES",""
387,2019,"MICHIGAN","26",NA,NA," FRESH MARKET","SALES"," $"
388,2019,"MICHIGAN","26",435,"56.2"," FRESH MARKET","SALES"," CWT"
389,2019,"MINNESOTA","27",13,"37.8","","SALES",""
390,2019,"MINNESOTA","27",73,"47.9","","PRODUCTION"," CWT"
391,2019,"MINNESOTA","27",29986,"55.0","","SALES"," $"
392,2019,"MINNESOTA","27",73,"47.9","","SALES"," CWT"
393,2019,"MINNESOTA","27",13,"37.8"," FRESH MARKET","SALES",""
394,2019,"MINNESOTA","27",29986,"55.0"," FRESH MARKET","SALES"," $"
395,2019,"MINNESOTA","27",73,"47.9"," FRESH MARKET","SALES"," CWT"
396,2019,"MISSOURI","29",1,"24.6","","SALES",""
397,2019,"MISSOURI","29",NA,NA,"","PRODUCTION"," CWT"
398,2019,"MISSOURI","29",NA,NA,"","SALES"," $"
399,2019,"MISSOURI","29",NA,NA,"","SALES"," CWT"
400,2019,"MISSOURI","29",1,"24.6"," FRESH MARKET","SALES",""
401,2019,"MISSOURI","29",NA,NA," FRESH MARKET","SALES"," $"
402,2019,"MISSOURI","29",NA,NA," FRESH MARKET","SALES"," CWT"
403,2019,"MONTANA","30",4,"47.2","","SALES",""
404,2019,"MONTANA","30",39,"52.1","","PRODUCTION"," CWT"
405,2019,"MONTANA","30",18302,"59.1","","SALES"," $"
406,2019,"MONTANA","30",39,"52.1","","SALES"," CWT"
407,2019,"MONTANA","30",4,"47.2"," FRESH MARKET","SALES",""
408,2019,"MONTANA","30",18302,"59.1"," FRESH MARKET","SALES"," $"
409,2019,"MONTANA","30",39,"52.1"," FRESH MARKET","SALES"," CWT"
410,2019,"NEBRASKA","31",2,"69.8","","SALES",""
411,2019,"NEBRASKA","31",NA,NA,"","PRODUCTION"," CWT"
412,2019,"NEBRASKA","31",NA,NA,"","SALES"," $"
413,2019,"NEBRASKA","31",NA,NA,"","SALES"," CWT"
414,2019,"NEBRASKA","31",2,"69.8"," FRESH MARKET","SALES",""
415,2019,"NEBRASKA","31",NA,NA," FRESH MARKET","SALES"," $"
416,2019,"NEBRASKA","31",NA,NA," FRESH MARKET","SALES"," CWT"
417,2019,"NEVADA","32",1,"47.2","","SALES",""
418,2019,"NEVADA","32",NA,NA,"","PRODUCTION"," CWT"
419,2019,"NEVADA","32",NA,NA,"","SALES"," $"
420,2019,"NEVADA","32",NA,NA,"","SALES"," CWT"
421,2019,"NEVADA","32",1,"47.2"," FRESH MARKET","SALES",""
422,2019,"NEVADA","32",NA,NA," FRESH MARKET","SALES"," $"
423,2019,"NEVADA","32",NA,NA," FRESH MARKET","SALES"," CWT"
424,2019,"NEW HAMPSHIRE","33",4,"15.7","","SALES",""
425,2019,"NEW HAMPSHIRE","33",NA,NA,"","PRODUCTION"," CWT"
426,2019,"NEW HAMPSHIRE","33",24000,"35.4","","SALES"," $"
427,2019,"NEW HAMPSHIRE","33",NA,NA,"","SALES"," CWT"
428,2019,"NEW HAMPSHIRE","33",4,"15.7"," FRESH MARKET","SALES",""
429,2019,"NEW HAMPSHIRE","33",24000,"36.0"," FRESH MARKET","SALES"," $"
430,2019,"NEW HAMPSHIRE","33",NA,NA," FRESH MARKET","SALES"," CWT"
431,2019,"NEW JERSEY","34",10,"15.7","","SALES",""
432,2019,"NEW JERSEY","34",208,"33.3","","PRODUCTION"," CWT"
433,2019,"NEW JERSEY","34",NA,NA,"","SALES"," $"
434,2019,"NEW JERSEY","34",208,"33.4","","SALES"," CWT"
435,2019,"NEW JERSEY","34",10,"15.7"," FRESH MARKET","SALES",""
436,2019,"NEW JERSEY","34",NA,NA," FRESH MARKET","SALES"," $"
437,2019,"NEW JERSEY","34",208,"33.8"," FRESH MARKET","SALES"," CWT"
438,2019,"NEW MEXICO","35",1,"47.2","","SALES",""
439,2019,"NEW MEXICO","35",NA,NA,"","PRODUCTION"," CWT"
440,2019,"NEW MEXICO","35",NA,NA,"","SALES"," $"
441,2019,"NEW MEXICO","35",NA,NA,"","SALES"," CWT"
442,2019,"NEW MEXICO","35",1,"47.2"," FRESH MARKET","SALES",""
443,2019,"NEW MEXICO","35",NA,NA," FRESH MARKET","SALES"," $"
444,2019,"NEW MEXICO","35",NA,NA," FRESH MARKET","SALES"," CWT"
445,2019,"NEW YORK","36",36,"27.3","","SALES",""
446,2019,"NEW YORK","36",2260,"32.6","","PRODUCTION"," CWT"
447,2019,"NEW YORK","36",644155,"42.2","","SALES"," $"
448,2019,"NEW YORK","36",2260,"32.6","","SALES"," CWT"
449,2019,"NEW YORK","36",34,"28.7"," FRESH MARKET","SALES",""
450,2019,"NEW YORK","36",NA,NA," FRESH MARKET","SALES"," $"
451,2019,"NEW YORK","36",NA,NA," FRESH MARKET","SALES"," CWT"
452,2019,"NEW YORK","36",2,"95.0"," PROCESSING","SALES",""
453,2019,"NEW YORK","36",NA,NA," PROCESSING","SALES"," $"
454,2019,"NEW YORK","36",NA,NA," PROCESSING","SALES"," CWT"
455,2019,"NORTH CAROLINA","37",7,"43.9","","SALES",""
456,2019,"NORTH CAROLINA","37",300,"94.1","","PRODUCTION"," CWT"
457,2019,"NORTH CAROLINA","37",87402,"75.2","","SALES"," $"
458,2019,"NORTH CAROLINA","37",300,"94.1","","SALES"," CWT"
459,2019,"NORTH CAROLINA","37",7,"43.9"," FRESH MARKET","SALES",""
460,2019,"NORTH CAROLINA","37",87402,"75.2"," FRESH MARKET","SALES"," $"
461,2019,"NORTH CAROLINA","37",300,"94.1"," FRESH MARKET","SALES"," CWT"
462,2019,"OHIO","39",17,"50.7","","SALES",""
463,2019,"OHIO","39",315,"56.9","","PRODUCTION"," CWT"
464,2019,"OHIO","39",68830,"85.0","","SALES"," $"
465,2019,"OHIO","39",315,"56.9","","SALES"," CWT"
466,2019,"OHIO","39",17,"50.7"," FRESH MARKET","SALES",""
467,2019,"OHIO","39",68830,"85.0"," FRESH MARKET","SALES"," $"
468,2019,"OHIO","39",315,"56.9"," FRESH MARKET","SALES"," CWT"
469,2019,"OKLAHOMA","40",4,"95.2","","SALES",""
470,2019,"OKLAHOMA","40",880,NA,"","PRODUCTION"," CWT"
471,2019,"OKLAHOMA","40",161288,NA,"","SALES"," $"
472,2019,"OKLAHOMA","40",880,NA,"","SALES"," CWT"
473,2019,"OKLAHOMA","40",4,"95.2"," FRESH MARKET","SALES",""
474,2019,"OKLAHOMA","40",161288,NA," FRESH MARKET","SALES"," $"
475,2019,"OKLAHOMA","40",880,NA," FRESH MARKET","SALES"," CWT"
476,2019,"OREGON","41",21,"42.5","","SALES",""
477,2019,"OREGON","41",5081,NA,"","PRODUCTION"," CWT"
478,2019,"OREGON","41",1728809,NA,"","SALES"," $"
479,2019,"OREGON","41",5081,NA,"","SALES"," CWT"
480,2019,"OREGON","41",19,"39.8"," FRESH MARKET","SALES",""
481,2019,"OREGON","41",505658,"59.6"," FRESH MARKET","SALES"," $"
482,2019,"OREGON","41",1004,"38.9"," FRESH MARKET","SALES"," CWT"
483,2019,"OREGON","41",3,NA," PROCESSING","SALES",""
484,2019,"OREGON","41",1223151,NA," PROCESSING","SALES"," $"
485,2019,"OREGON","41",4077,NA," PROCESSING","SALES"," CWT"
486,2019,"PENNSYLVANIA","42",16,"49.0","","SALES",""
487,2019,"PENNSYLVANIA","42",341,"38.4","","PRODUCTION"," CWT"
488,2019,"PENNSYLVANIA","42",89572,"35.1","","SALES"," $"
489,2019,"PENNSYLVANIA","42",341,"38.4","","SALES"," CWT"
490,2019,"PENNSYLVANIA","42",16,"49.0"," FRESH MARKET","SALES",""
491,2019,"PENNSYLVANIA","42",89572,"35.1"," FRESH MARKET","SALES"," $"
492,2019,"PENNSYLVANIA","42",341,"38.4"," FRESH MARKET","SALES"," CWT"
493,2019,"RHODE ISLAND","44",2,"15.7","","SALES",""
494,2019,"RHODE ISLAND","44",NA,NA,"","PRODUCTION"," CWT"
495,2019,"RHODE ISLAND","44",NA,NA,"","SALES"," $"
496,2019,"RHODE ISLAND","44",NA,NA,"","SALES"," CWT"
497,2019,"RHODE ISLAND","44",2,"15.7"," FRESH MARKET","SALES",""
498,2019,"RHODE ISLAND","44",NA,NA," FRESH MARKET","SALES"," $"
499,2019,"RHODE ISLAND","44",NA,NA," FRESH MARKET","SALES"," CWT"
500,2019,"SOUTH CAROLINA","45",8,"30.4","","SALES",""
501,2019,"SOUTH CAROLINA","45",332,"76.3","","PRODUCTION"," CWT"
502,2019,"SOUTH CAROLINA","45",85229,"83.4","","SALES"," $"
503,2019,"SOUTH CAROLINA","45",332,"76.3","","SALES"," CWT"
504,2019,"SOUTH CAROLINA","45",8,"30.4"," FRESH MARKET","SALES",""
505,2019,"SOUTH CAROLINA","45",85229,"83.4"," FRESH MARKET","SALES"," $"
506,2019,"SOUTH CAROLINA","45",332,"76.3"," FRESH MARKET","SALES"," CWT"
507,2019,"SOUTH DAKOTA","46",1,"69.8","","SALES",""
508,2019,"SOUTH DAKOTA","46",NA,NA,"","PRODUCTION"," CWT"
509,2019,"SOUTH DAKOTA","46",NA,NA,"","SALES"," $"
510,2019,"SOUTH DAKOTA","46",NA,NA,"","SALES"," CWT"
511,2019,"SOUTH DAKOTA","46",1,"69.8"," FRESH MARKET","SALES",""
512,2019,"SOUTH DAKOTA","46",NA,NA," FRESH MARKET","SALES"," $"
513,2019,"SOUTH DAKOTA","46",NA,NA," FRESH MARKET","SALES"," CWT"
514,2019,"TENNESSEE","47",7,"43.9","","SALES",""
515,2019,"TENNESSEE","47",219,"94.1","","PRODUCTION"," CWT"
516,2019,"TENNESSEE","47",35934,"75.2","","SALES"," $"
517,2019,"TENNESSEE","47",219,"94.1","","SALES"," CWT"
518,2019,"TENNESSEE","47",7,"43.9"," FRESH MARKET","SALES",""
519,2019,"TENNESSEE","47",35934,"75.2"," FRESH MARKET","SALES"," $"
520,2019,"TENNESSEE","47",219,"94.1"," FRESH MARKET","SALES"," CWT"
521,2019,"VERMONT","50",26,"23.2","","SALES",""
522,2019,"VERMONT","50",1051,"39.3","","PRODUCTION"," CWT"
523,2019,"VERMONT","50",486870,"34.0","","SALES"," $"
524,2019,"VERMONT","50",1051,"39.3","","SALES"," CWT"
525,2019,"VERMONT","50",26,"23.2"," FRESH MARKET","SALES",""
526,2019,"VERMONT","50",486870,"34.0"," FRESH MARKET","SALES"," $"
527,2019,"VERMONT","50",1051,"39.3"," FRESH MARKET","SALES"," CWT"
528,2019,"VIRGINIA","51",1,"43.9","","SALES",""
529,2019,"VIRGINIA","51",NA,NA,"","PRODUCTION"," CWT"
530,2019,"VIRGINIA","51",NA,NA,"","SALES"," $"
531,2019,"VIRGINIA","51",NA,NA,"","SALES"," CWT"
532,2019,"VIRGINIA","51",1,"43.9"," FRESH MARKET","SALES",""
533,2019,"VIRGINIA","51",NA,NA," FRESH MARKET","SALES"," $"
534,2019,"VIRGINIA","51",NA,NA," FRESH MARKET","SALES"," CWT"
535,2019,"WASHINGTON","53",57,"40.1","","SALES",""
536,2019,"WASHINGTON","53",2428,"78.4","","PRODUCTION"," CWT"
537,2019,"WASHINGTON","53",745009,"67.2","","SALES"," $"
538,2019,"WASHINGTON","53",2428,"78.4","","SALES"," CWT"
539,2019,"WASHINGTON","53",53,"40.5"," FRESH MARKET","SALES",""
540,2019,"WASHINGTON","53",NA,NA," FRESH MARKET","SALES"," $"
541,2019,"WASHINGTON","53",2404,"79.4"," FRESH MARKET","SALES"," CWT"
542,2019,"WASHINGTON","53",6,"89.2"," PROCESSING","SALES",""
543,2019,"WASHINGTON","53",NA,NA," PROCESSING","SALES"," $"
544,2019,"WASHINGTON","53",23,"80.9"," PROCESSING","SALES"," CWT"
545,2019,"WEST VIRGINIA","54",1,"43.9","","SALES",""
546,2019,"WEST VIRGINIA","54",NA,NA,"","PRODUCTION"," CWT"
547,2019,"WEST VIRGINIA","54",NA,NA,"","SALES"," $"
548,2019,"WEST VIRGINIA","54",NA,NA,"","SALES"," CWT"
549,2019,"WEST VIRGINIA","54",1,"43.9"," FRESH MARKET","SALES",""
550,2019,"WEST VIRGINIA","54",NA,NA," FRESH MARKET","SALES"," $"
551,2019,"WEST VIRGINIA","54",NA,NA," FRESH MARKET","SALES"," CWT"
552,2019,"WISCONSIN","55",22,"23.8","","SALES",""
553,2019,"WISCONSIN","55",135,"55.9","","PRODUCTION"," CWT"
554,2019,"WISCONSIN","55",50111,"42.1","","SALES"," $"
555,2019,"WISCONSIN","55",135,"55.9","","SALES"," CWT"
556,2019,"WISCONSIN","55",22,"23.8"," FRESH MARKET","SALES",""
557,2019,"WISCONSIN","55",50111,"42.1"," FRESH MARKET","SALES"," $"
558,2019,"WISCONSIN","55",135,"55.9"," FRESH MARKET","SALES"," CWT"
559,2016,"ARIZONA","04",1,"35.1","","SALES",""
560,2016,"ARIZONA","04",NA,NA,"","PRODUCTION"," CWT"
561,2016,"ARIZONA","04",NA,NA,"","SALES"," $"
562,2016,"ARIZONA","04",NA,NA,"","SALES"," CWT"
563,2016,"ARIZONA","04",1,"35.1"," FRESH MARKET","SALES",""
564,2016,"ARIZONA","04",NA,NA," FRESH MARKET","SALES"," $"
565,2016,"ARIZONA","04",NA,NA," FRESH MARKET","SALES"," CWT"
566,2016,"ARKANSAS","05",1,"13","","SALES",""
567,2016,"ARKANSAS","05",NA,NA,"","PRODUCTION"," CWT"
568,2016,"ARKANSAS","05",NA,NA,"","SALES"," $"
569,2016,"ARKANSAS","05",NA,NA,"","SALES"," CWT"
570,2016,"ARKANSAS","05",1,"38.5"," PROCESSING","SALES",""
571,2016,"ARKANSAS","05",NA,NA," PROCESSING","SALES"," $"
572,2016,"ARKANSAS","05",NA,NA," PROCESSING","SALES"," CWT"
573,2016,"CALIFORNIA","06",189,"4.7","","SALES",""
574,2016,"CALIFORNIA","06",1448881,"13.5","","PRODUCTION"," CWT"
575,2016,"CALIFORNIA","06",231304956,"13.7","","SALES"," $"
576,2016,"CALIFORNIA","06",1446458,"13.5","","SALES"," CWT"
577,2016,"CALIFORNIA","06",184,"4.9"," FRESH MARKET","SALES",""
578,2016,"CALIFORNIA","06",211553703,"13.5"," FRESH MARKET","SALES"," $"
579,2016,"CALIFORNIA","06",1221571,"12.9"," FRESH MARKET","SALES"," CWT"
580,2016,"CALIFORNIA","06",48,"4.4"," PROCESSING","SALES",""
581,2016,"CALIFORNIA","06",19751253,"19.7"," PROCESSING","SALES"," $"
582,2016,"CALIFORNIA","06",224886,"21"," PROCESSING","SALES"," CWT"
583,2016,"COLORADO","08",3,"22.8","","SALES",""
584,2016,"COLORADO","08",12,"35.7","","PRODUCTION"," CWT"
585,2016,"COLORADO","08",NA,NA,"","SALES"," $"
586,2016,"COLORADO","08",12,"35.7","","SALES"," CWT"
587,2016,"COLORADO","08",3,"22.8"," FRESH MARKET","SALES",""
588,2016,"COLORADO","08",NA,NA," FRESH MARKET","SALES"," $"
589,2016,"COLORADO","08",12,"35.7"," FRESH MARKET","SALES"," CWT"
590,2016,"CONNECTICUT","09",9,"8.7","","SALES",""
591,2016,"CONNECTICUT","09",206,"12.4","","PRODUCTION"," CWT"
592,2016,"CONNECTICUT","09",53141,"10.9","","SALES"," $"
593,2016,"CONNECTICUT","09",206,"12.4","","SALES"," CWT"
594,2016,"CONNECTICUT","09",9,"8.7"," FRESH MARKET","SALES",""
595,2016,"CONNECTICUT","09",53141,"10.9"," FRESH MARKET","SALES"," $"
596,2016,"CONNECTICUT","09",206,"12.3"," FRESH MARKET","SALES"," CWT"
597,2016,"FLORIDA","12",9,"13","","SALES",""
598,2016,"FLORIDA","12",14653,"23","","PRODUCTION"," CWT"
599,2016,"FLORIDA","12",2455805,"21.9","","SALES"," $"
600,2016,"FLORIDA","12",14532,"23.1","","SALES"," CWT"
601,2016,"FLORIDA","12",9,"14"," FRESH MARKET","SALES",""
602,2016,"FLORIDA","12",NA,NA," FRESH MARKET","SALES"," $"
603,2016,"FLORIDA","12",NA,NA," FRESH MARKET","SALES"," CWT"
604,2016,"FLORIDA","12",2,"38.5"," PROCESSING","SALES",""
605,2016,"FLORIDA","12",NA,NA," PROCESSING","SALES"," $"
606,2016,"FLORIDA","12",NA,NA," PROCESSING","SALES"," CWT"
607,2016,"GEORGIA","13",10,"13","","SALES",""
608,2016,"GEORGIA","13",279,"23","","PRODUCTION"," CWT"
609,2016,"GEORGIA","13",NA,NA,"","SALES"," $"
610,2016,"GEORGIA","13",279,"23.1","","SALES"," CWT"
611,2016,"GEORGIA","13",10,"14"," FRESH MARKET","SALES",""
612,2016,"GEORGIA","13",NA,NA," FRESH MARKET","SALES"," $"
613,2016,"GEORGIA","13",279,"23.1"," FRESH MARKET","SALES"," CWT"
614,2016,"IDAHO","16",5,"9.2","","SALES",""
615,2016,"IDAHO","16",267,"24.7","","PRODUCTION"," CWT"
616,2016,"IDAHO","16",43770,"25.4","","SALES"," $"
617,2016,"IDAHO","16",267,"24.7","","SALES"," CWT"
618,2016,"IDAHO","16",5,"9"," FRESH MARKET","SALES",""
619,2016,"IDAHO","16",43770,"18.1"," FRESH MARKET","SALES"," $"
620,2016,"IDAHO","16",267,"12.2"," FRESH MARKET","SALES"," CWT"
621,2016,"ILLINOIS","17",2,"28.7","","SALES",""
622,2016,"ILLINOIS","17",NA,NA,"","PRODUCTION"," CWT"
623,2016,"ILLINOIS","17",NA,NA,"","SALES"," $"
624,2016,"ILLINOIS","17",NA,NA,"","SALES"," CWT"
625,2016,"ILLINOIS","17",2,"28.7"," FRESH MARKET","SALES",""
626,2016,"ILLINOIS","17",NA,NA," FRESH MARKET","SALES"," $"
627,2016,"ILLINOIS","17",NA,NA," FRESH MARKET","SALES"," CWT"
628,2016,"INDIANA","18",2,"28.7","","SALES",""
629,2016,"INDIANA","18",NA,NA,"","PRODUCTION"," CWT"
630,2016,"INDIANA","18",NA,NA,"","SALES"," $"
631,2016,"INDIANA","18",NA,NA,"","SALES"," CWT"
632,2016,"INDIANA","18",2,"28.7"," FRESH MARKET","SALES",""
633,2016,"INDIANA","18",NA,NA," FRESH MARKET","SALES"," $"
634,2016,"INDIANA","18",NA,NA," FRESH MARKET","SALES"," CWT"
635,2016,"INDIANA","18",2,"34.4"," PROCESSING","SALES",""
636,2016,"INDIANA","18",NA,NA," PROCESSING","SALES"," $"
637,2016,"INDIANA","18",NA,NA," PROCESSING","SALES"," CWT"
638,2016,"IOWA","19",9,"18.1","","SALES",""
639,2016,"IOWA","19",161,"27.8","","PRODUCTION"," CWT"
640,2016,"IOWA","19",51490,"27.2","","SALES"," $"
641,2016,"IOWA","19",161,"27.8","","SALES"," CWT"
642,2016,"IOWA","19",9,"18.1"," FRESH MARKET","SALES",""
643,2016,"IOWA","19",51490,"27.2"," FRESH MARKET","SALES"," $"
644,2016,"IOWA","19",161,"27.8"," FRESH MARKET","SALES"," CWT"
645,2016,"KENTUCKY","21",6,"13.6","","SALES",""
646,2016,"KENTUCKY","21",60,"25","","PRODUCTION"," CWT"
647,2016,"KENTUCKY","21",NA,NA,"","SALES"," $"
648,2016,"KENTUCKY","21",60,"25","","SALES"," CWT"
649,2016,"KENTUCKY","21",6,"13.6"," FRESH MARKET","SALES",""
650,2016,"KENTUCKY","21",NA,NA," FRESH MARKET","SALES"," $"
651,2016,"KENTUCKY","21",NA,NA," FRESH MARKET","SALES"," CWT"
652,2016,"KENTUCKY","21",2,"44.3"," PROCESSING","SALES",""
653,2016,"KENTUCKY","21",NA,NA," PROCESSING","SALES"," $"
654,2016,"KENTUCKY","21",NA,NA," PROCESSING","SALES"," CWT"
655,2016,"LOUISIANA","22",2,"13","","SALES",""
656,2016,"LOUISIANA","22",NA,NA,"","PRODUCTION"," CWT"
657,2016,"LOUISIANA","22",NA,NA,"","SALES"," $"
658,2016,"LOUISIANA","22",NA,NA,"","SALES"," CWT"
659,2016,"LOUISIANA","22",2,"14"," FRESH MARKET","SALES",""
660,2016,"LOUISIANA","22",NA,NA," FRESH MARKET","SALES"," $"
661,2016,"LOUISIANA","22",NA,NA," FRESH MARKET","SALES"," CWT"
662,2016,"MAINE","23",28,"8.7","","SALES",""
663,2016,"MAINE","23",402,"12.4","","PRODUCTION"," CWT"
664,2016,"MAINE","23",132783,"10.9","","SALES"," $"
665,2016,"MAINE","23",402,"12.4","","SALES"," CWT"
666,2016,"MAINE","23",28,"8.7"," FRESH MARKET","SALES",""
667,2016,"MAINE","23",NA,NA," FRESH MARKET","SALES"," $"
668,2016,"MAINE","23",NA,NA," FRESH MARKET","SALES"," CWT"
669,2016,"MAINE","23",1,NA," PROCESSING","SALES",""
670,2016,"MAINE","23",NA,NA," PROCESSING","SALES"," $"
671,2016,"MAINE","23",NA,NA," PROCESSING","SALES"," CWT"
672,2016,"MARYLAND","24",10,"8.7","","SALES",""
673,2016,"MARYLAND","24",56,"12.4","","PRODUCTION"," CWT"
674,2016,"MARYLAND","24",23819,"10.9","","SALES"," $"
675,2016,"MARYLAND","24",56,"12.4","","SALES"," CWT"
676,2016,"MARYLAND","24",10,"8.7"," FRESH MARKET","SALES",""
677,2016,"MARYLAND","24",23819,"10.9"," FRESH MARKET","SALES"," $"
678,2016,"MARYLAND","24",56,"12.3"," FRESH MARKET","SALES"," CWT"
679,2016,"MASSACHUSETTS","25",14,"8.7","","SALES",""
680,2016,"MASSACHUSETTS","25",715,"12.4","","PRODUCTION"," CWT"
681,2016,"MASSACHUSETTS","25",204896,"10.9","","SALES"," $"
682,2016,"MASSACHUSETTS","25",715,"12.4","","SALES"," CWT"
683,2016,"MASSACHUSETTS","25",14,"8.7"," FRESH MARKET","SALES",""
684,2016,"MASSACHUSETTS","25",204896,"10.9"," FRESH MARKET","SALES"," $"
685,2016,"MASSACHUSETTS","25",715,"12.3"," FRESH MARKET","SALES"," CWT"
686,2016,"MICHIGAN","26",11,"28.7","","SALES",""
687,2016,"MICHIGAN","26",427,"30.5","","PRODUCTION"," CWT"
688,2016,"MICHIGAN","26",126898,"29","","SALES"," $"
689,2016,"MICHIGAN","26",427,"30.5","","SALES"," CWT"
690,2016,"MICHIGAN","26",11,"28.7"," FRESH MARKET","SALES",""
691,2016,"MICHIGAN","26",NA,NA," FRESH MARKET","SALES"," $"
692,2016,"MICHIGAN","26",NA,NA," FRESH MARKET","SALES"," CWT"
693,2016,"MICHIGAN","26",2,"34.4"," PROCESSING","SALES",""
694,2016,"MICHIGAN","26",NA,NA," PROCESSING","SALES"," $"
695,2016,"MICHIGAN","26",NA,NA," PROCESSING","SALES"," CWT"
696,2016,"MINNESOTA","27",11,"30.4","","SALES",""
697,2016,"MINNESOTA","27",254,"35.2","","PRODUCTION"," CWT"
698,2016,"MINNESOTA","27",66010,"33.7","","SALES"," $"
699,2016,"MINNESOTA","27",253,"35.2","","SALES"," CWT"
700,2016,"MINNESOTA","27",11,"30.4"," FRESH MARKET","SALES",""
701,2016,"MINNESOTA","27",66010,"33.7"," FRESH MARKET","SALES"," $"
702,2016,"MINNESOTA","27",253,"35.2"," FRESH MARKET","SALES"," CWT"
703,2016,"MISSOURI","29",2,"28.7","","SALES",""
704,2016,"MISSOURI","29",NA,NA,"","PRODUCTION"," CWT"
705,2016,"MISSOURI","29",NA,NA,"","SALES"," $"
706,2016,"MISSOURI","29",NA,NA,"","SALES"," CWT"
707,2016,"MISSOURI","29",2,"28.7"," FRESH MARKET","SALES",""
708,2016,"MISSOURI","29",NA,NA," FRESH MARKET","SALES"," $"
709,2016,"MISSOURI","29",NA,NA," FRESH MARKET","SALES"," CWT"
710,2016,"MONTANA","30",3,"22.8","","SALES",""
711,2016,"MONTANA","30",3,"35.7","","PRODUCTION"," CWT"
712,2016,"MONTANA","30",780,"38.4","","SALES"," $"
713,2016,"MONTANA","30",3,"35.7","","SALES"," CWT"
714,2016,"MONTANA","30",3,"22.8"," FRESH MARKET","SALES",""
715,2016,"MONTANA","30",780,"38.4"," FRESH MARKET","SALES"," $"
716,2016,"MONTANA","30",3,"35.7"," FRESH MARKET","SALES"," CWT"
717,2016,"NEW HAMPSHIRE","33",3,"8.7","","SALES",""
718,2016,"NEW HAMPSHIRE","33",15,"12.4","","PRODUCTION"," CWT"
719,2016,"NEW HAMPSHIRE","33",NA,NA,"","SALES"," $"
720,2016,"NEW HAMPSHIRE","33",15,"12.4","","SALES"," CWT"
721,2016,"NEW HAMPSHIRE","33",3,"8.7"," FRESH MARKET","SALES",""
722,2016,"NEW HAMPSHIRE","33",NA,NA," FRESH MARKET","SALES"," $"
723,2016,"NEW HAMPSHIRE","33",15,"12.3"," FRESH MARKET","SALES"," CWT"
724,2016,"NEW JERSEY","34",11,"8.7","","SALES",""
725,2016,"NEW JERSEY","34",111,"12.4","","PRODUCTION"," CWT"
726,2016,"NEW JERSEY","34",38966,"10.9","","SALES"," $"
727,2016,"NEW JERSEY","34",111,"12.4","","SALES"," CWT"
728,2016,"NEW JERSEY","34",11,"8.7"," FRESH MARKET","SALES",""
729,2016,"NEW JERSEY","34",38966,"10.9"," FRESH MARKET","SALES"," $"
730,2016,"NEW JERSEY","34",111,"12.3"," FRESH MARKET","SALES"," CWT"
731,2016,"NEW YORK","36",32,"11.9","","SALES",""
732,2016,"NEW YORK","36",1012,"19.6","","PRODUCTION"," CWT"
733,2016,"NEW YORK","36",459144,"22.7","","SALES"," $"
734,2016,"NEW YORK","36",1012,"19.6","","SALES"," CWT"
735,2016,"NEW YORK","36",32,"11.9"," FRESH MARKET","SALES",""
736,2016,"NEW YORK","36",NA,NA," FRESH MARKET","SALES"," $"
737,2016,"NEW YORK","36",NA,NA," FRESH MARKET","SALES"," CWT"
738,2016,"NEW YORK","36",1,NA," PROCESSING","SALES",""
739,2016,"NEW YORK","36",NA,NA," PROCESSING","SALES"," $"
740,2016,"NEW YORK","36",NA,NA," PROCESSING","SALES"," CWT"
741,2016,"NORTH CAROLINA","37",10,"13.6","","SALES",""
742,2016,"NORTH CAROLINA","37",1308,"25","","PRODUCTION"," CWT"
743,2016,"NORTH CAROLINA","37",358487,"23.1","","SALES"," $"
744,2016,"NORTH CAROLINA","37",1308,"25","","SALES"," CWT"
745,2016,"NORTH CAROLINA","37",10,"13.6"," FRESH MARKET","SALES",""
746,2016,"NORTH CAROLINA","37",358487,"23.2"," FRESH MARKET","SALES"," $"
747,2016,"NORTH CAROLINA","37",1308,"25.1"," FRESH MARKET","SALES"," CWT"
748,2016,"NORTH DAKOTA","38",2,"32.9","","SALES",""
749,2016,"NORTH DAKOTA","38",NA,NA,"","PRODUCTION"," CWT"
750,2016,"NORTH DAKOTA","38",NA,NA,"","SALES"," $"
751,2016,"NORTH DAKOTA","38",NA,NA,"","SALES"," CWT"
752,2016,"NORTH DAKOTA","38",2,"32.9"," FRESH MARKET","SALES",""
753,2016,"NORTH DAKOTA","38",NA,NA," FRESH MARKET","SALES"," $"
754,2016,"NORTH DAKOTA","38",NA,NA," FRESH MARKET","SALES"," CWT"
755,2016,"NORTH DAKOTA","38",2,"64.2"," PROCESSING","SALES",""
756,2016,"NORTH DAKOTA","38",NA,NA," PROCESSING","SALES"," $"
